"Dictamen"; "Antiguedad.Trabajo"; "Vivienda"    ; "Estado.civil"; "Registros"; "Tipo.trabajo"; "V7"    ; "V8"
"positiu" ;                    1; "pares"       ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    8; "lloguer"     ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"negatiu" ;                    0; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    8; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Other"
"negatiu" ;                    1; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                   20; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                   21; "contr_privat";              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    1; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"positiu" ;                    4; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"positiu" ;                   12; "contr_privat";              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    1; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Other"
"positiu" ;                   13; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                   10; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   11; "contr_privat";              2;           2; "casat"       ; "reg_si"; "Empleat"
"positiu" ;                   20; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"negatiu" ;                    8; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Auto"
"positiu" ;                    0; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   20; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"negatiu" ;                    0; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"positiu" ;                    3; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   30; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"negatiu" ;                    2; "pares"       ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"positiu" ;                    8; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"negatiu" ;                    1; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   14; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    0; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Auto"
"positiu" ;                   10; "escriptura"  ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"negatiu" ;                    3; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"positiu" ;                   15; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Auto"
"negatiu" ;                    4; "lloguer"     ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"negatiu" ;                   10; "pares"       ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   12; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   25; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    0; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"negatiu" ;                    0; "contr_privat";              2;           2; "casat"       ; "reg_si"; "Empleat"
"negatiu" ;                    5; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    1; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    3; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                    6; "pares"       ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    2; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Auto"
"positiu" ;                   12; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"positiu" ;                    8; "lloguer"     ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"positiu" ;                    5; "lloguer"     ;              1;           2; "solter"      ; "reg_si"; "Auto"
"positiu" ;                    2; "pares"       ;              1;           2; "solter"      ; "reg_si"; "Empleat"
"positiu" ;                   35; "lloguer"     ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"positiu" ;                    3; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"positiu" ;                   20; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   17; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   14; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    6; "pares"       ;              5;           1; "divorciat"   ; "reg_no"; "Empleat"
"positiu" ;                    6; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    2; "pares"       ;              1;           2; "solter"      ; "reg_si"; "Empleat"
"positiu" ;                   13; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"positiu" ;                    1; "contr_privat";              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    2; "pares"       ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   20; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Auto"
"negatiu" ;                    1; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"positiu" ;                   15; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"positiu" ;                    8; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Auto"
"positiu" ;                    3; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                    9; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"Missing" ;                   10; "contr_privat";              1;           1; "solter"      ; "reg_no"; "Empleat"
"negatiu" ;                    0; "pares"       ;              4;           1; "separat"     ; "reg_no"; "Auto"
"positiu" ;                    0; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"negatiu" ;                    2; "escriptura"  ;              1;           2; "solter"      ; "reg_si"; "Empleat"
"positiu" ;                    0; "contr_privat";              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   16; "pares"       ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    6; "escriptura"  ;              4;           1; "separat"     ; "reg_no"; "Empleat"
"positiu" ;                    4; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                    3; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    7; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   20; "escriptura"  ;              0;           2; "ECUnknown"   ; "reg_si"; "Auto"
"positiu" ;                   15; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    2; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    1; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"positiu" ;                    3; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                   20; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    0; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Auto"
"negatiu" ;                    2; "escriptura"  ;              1;           2; "solter"      ; "reg_si"; "Empleat"
"positiu" ;                    3; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Other"
"negatiu" ;                    1; "pares"       ;              1;           2; "solter"      ; "reg_si"; "Empleat"
"negatiu" ;                    2; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    2; "pares"       ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   15; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   14; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    3; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"positiu" ;                    1; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"negatiu" ;                    5; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    1; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Auto"
"negatiu" ;                   10; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    3; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                    5; "lloguer"     ;              1;           2; "solter"      ; "reg_si"; "Empleat"
"positiu" ;                    5; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"positiu" ;                    2; "escriptura"  ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"positiu" ;                   35; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    1; "pares"       ;              1;           2; "solter"      ; "reg_si"; "Empleat"
"positiu" ;                   15; "altres viv"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    3; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                    1; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"positiu" ;                   15; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Auto"
"negatiu" ;                    0; "pares"       ;              1;           2; "solter"      ; "reg_si"; "Empleat"
"positiu" ;                   15; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                   10; "lloguer"     ;              1;           2; "solter"      ; "reg_si"; "Other"
"negatiu" ;                    1; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"negatiu" ;                    1; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Auto"
"positiu" ;                   16; "pares"       ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"positiu" ;                    1; "lloguer"     ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"positiu" ;                    0; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   14; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    4; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   26; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    2; "altres viv"  ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"negatiu" ;                   30; "lloguer"     ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"positiu" ;                   11; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"positiu" ;                   25; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    7; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    2; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"negatiu" ;                    2; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                   11; "pares"       ;              1;           2; "solter"      ; "reg_si"; "Empleat"
"negatiu" ;                    0; "ignora_cont" ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   11; "escriptura"  ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"positiu" ;                   15; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    8; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"negatiu" ;                    1; "lloguer"     ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"negatiu" ;                    0; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    2; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    9; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Auto"
"negatiu" ;                    1; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"positiu" ;                    2; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"positiu" ;                    3; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"positiu" ;                   14; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    3; "escriptura"  ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"negatiu" ;                    0; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    7; "altres viv"  ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"positiu" ;                    0; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                   16; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   20; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    3; "altres viv"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                   23; "altres viv"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    4; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    8; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   15; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    8; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    1; "altres viv"  ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"positiu" ;                    1; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Other"
"positiu" ;                    0; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Other"
"positiu" ;                    5; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Other"
"positiu" ;                    4; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   10; "pares"       ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    0; "lloguer"     ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"negatiu" ;                    5; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    1; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"positiu" ;                    0; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    0; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   16; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"negatiu" ;                    4; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   12; "lloguer"     ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"positiu" ;                   31; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    6; "pares"       ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    5; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   14; "pares"       ;              1;           2; "solter"      ; "reg_si"; "Empleat"
"negatiu" ;                    0; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Other"
"negatiu" ;                    1; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"positiu" ;                    1; "escriptura"  ;              1;           2; "solter"      ; "reg_si"; "Empleat"
"positiu" ;                    5; "pares"       ;              1;           2; "solter"      ; "reg_si"; "Empleat"
"positiu" ;                   18; "escriptura"  ;              3;           2; "vidu"        ; "reg_si"; "Empleat"
"positiu" ;                    3; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"negatiu" ;                    2; "contr_privat";              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    6; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Auto"
"positiu" ;                    7; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    3; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   11; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   10; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   17; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    1; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    1; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"negatiu" ;                    2; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    2; "contr_privat";              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    2; "pares"       ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   20; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   18; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    0; "pares"       ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    8; "contr_privat";              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    1; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"positiu" ;                    3; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    2; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                    4; "pares"       ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    5; "escriptura"  ;              3;           1; "vidu"        ; "reg_no"; "Other"
"negatiu" ;                   18; "lloguer"     ;              4;           2; "separat"     ; "reg_si"; "Auto"
"positiu" ;                    1; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    8; "escriptura"  ;              1;           2; "solter"      ; "reg_si"; "Empleat"
"negatiu" ;                    8; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                   12; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    6; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                    4; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    7; "lloguer"     ;              4;           2; "separat"     ; "reg_si"; "Empleat"
"positiu" ;                    6; "contr_privat";              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    7; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Auto"
"negatiu" ;                    2; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"negatiu" ;                    2; "escriptura"  ;              3;           2; "vidu"        ; "reg_si"; "Empleat"
"negatiu" ;                    2; "lloguer"     ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"positiu" ;                   12; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    1; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                   25; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Auto"
"negatiu" ;                    0; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Auto"
"negatiu" ;                    5; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Other"
"negatiu" ;                    5; "altres viv"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"negatiu" ;                    1; "contr_privat";              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    3; "lloguer"     ;              4;           2; "separat"     ; "reg_si"; "Auto"
"positiu" ;                    0; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    3; "escriptura"  ;              1;           2; "solter"      ; "reg_si"; "Auto"
"negatiu" ;                    4; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   45; "altres viv"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    0; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                    5; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                    0; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"positiu" ;                    0; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"positiu" ;                   12; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"positiu" ;                    2; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"negatiu" ;                    2; "contr_privat";              2;           2; "casat"       ; "reg_si"; "Empleat"
"positiu" ;                   15; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                   30; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"positiu" ;                    1; "lloguer"     ;              4;           1; "separat"     ; "reg_no"; "Empleat"
"positiu" ;                   42; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   10; "contr_privat";              1;           1; "solter"      ; "reg_no"; "Empleat"
"positiu" ;                    1; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                    5; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    6; "escriptura"  ;              4;           1; "separat"     ; "reg_no"; "Auto"
"positiu" ;                    6; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   15; "pares"       ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                    6; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                    4; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   31; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   14; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    6; "escriptura"  ;              3;           1; "vidu"        ; "reg_no"; "Other"
"positiu" ;                   15; "altres viv"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    6; "contr_privat";              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   10; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   11; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   10; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Auto"
"positiu" ;                   20; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"positiu" ;                   10; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                    5; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   12; "contr_privat";              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    2; "altres viv"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    9; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                    0; "altres viv"  ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"positiu" ;                    9; "escriptura"  ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"positiu" ;                   16; "altres viv"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"negatiu" ;                    2; "pares"       ;              4;           1; "separat"     ; "reg_no"; "Empleat"
"positiu" ;                    0; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Other"
"positiu" ;                    2; "altres viv"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                    3; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                    1; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    1; "contr_privat";              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    0; "altres viv"  ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"negatiu" ;                    2; "lloguer"     ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"positiu" ;                   13; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   14; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    3; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                   14; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    5; "escriptura"  ;              1;           1; "solter"      ; "reg_no"; "Other"
"positiu" ;                    3; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   15; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    6; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"negatiu" ;                    2; "lloguer"     ;              2;           2; "casat"       ; "reg_si"; "Auto"
"positiu" ;                   15; "escriptura"  ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"negatiu" ;                   10; "escriptura"  ;              4;           1; "separat"     ; "reg_no"; "Empleat"
"positiu" ;                   12; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    4; "pares"       ;              1;           2; "solter"      ; "reg_si"; "Auto"
"positiu" ;                   15; "contr_privat";              1;           1; "solter"      ; "reg_no"; "Empleat"
"positiu" ;                   14; "pares"       ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    2; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    9; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    0; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"positiu" ;                   48; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                   14; "pares"       ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    3; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                   14; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"positiu" ;                   16; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                   29; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    3; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Auto"
"positiu" ;                    6; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   47; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   14; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"negatiu" ;                    5; "pares"       ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"negatiu" ;                    1; "escriptura"  ;              1;           2; "solter"      ; "reg_si"; "Auto"
"positiu" ;                    6; "altres viv"  ;              1;           1; "solter"      ; "reg_no"; "Empleat"
"positiu" ;                    4; "pares"       ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                    1; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Other"
"positiu" ;                    8; "contr_privat";              2;           1; "casat"       ; "reg_no"; "Auto"
"positiu" ;                    6; "pares"       ;              4;           1; "separat"     ; "reg_no"; "Empleat"
"positiu" ;                    6; "pares"       ;              1;           2; "solter"      ; "reg_si"; "Empleat"
"positiu" ;                   15; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   17; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Auto"
"negatiu" ;                    6; "lloguer"     ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   18; "escriptura"  ;              2;           1; "casat"       ; "reg_no"; "Empleat"
"positiu" ;                   15; "escriptura"  ;              2;           2; "casat"       ; "reg_si"; "Empleat"
"positiu" ;                    0; "escriptura"  ;              1;           1; "solter"      ; "reg_no"; "Empleat"
