"hotel"       , "is_canceled", "lead_time", "arrival_date_year", "arrival_date_month", "arrival_date_week_number", "arrival_date_day_of_month", "stays_in_weekend_nights", "stays_in_week_nights", "adults", "children", "babies", "meal"     , "country", "market_segment", "distribution_channel", "is_repeated_guest", "previous_cancellations", "previous_bookings_not_canceled", "reserved_room_type", "assigned_room_type", "booking_changes", "deposit_type", "agent", "company", "days_in_waiting_list", "customer_type"  , "adr" , "required_car_parking_spaces", "total_of_special_requests", "reservation_status", "reservation_status_date"
"City Hotel"  ,             1,          31,                2016, "May"               ,                         21,                          17,                         0,                      2,        2,          0,        0, "SC"       , "CHE"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 125.1 ,                             0,                           0, "Canceled"          , "2016-04-22"
"Resort Hotel",             0,          44,                2015, "December"          ,                         52,                          23,                         2,                      5,        2,          0,        0, "HB"       , "FRA"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "D"                 ,                 1, "No Deposit"  , "6"    , "NULL"   ,                      0, "Transient"      ,  73.4 ,                             0,                           0, "Check-Out"         , "2015-12-30"
"Resort Hotel",             0,          20,                2017, "February"          ,                          8,                          21,                         0,                      5,        2,          0,        0, "BB"       , "GBR"    , "Corporate"     , "Corporate"           ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "NULL" , "405"    ,                      0, "Transient-Party",  42   ,                             0,                           0, "Check-Out"         , "2017-02-26"
"Resort Hotel",             0,         191,                2017, "August"            ,                         35,                          31,                         2,                      5,        2,          0,        0, "HB"       , "GBR"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "D"                 , "D"                 ,                 0, "No Deposit"  , "40"   , "NULL"   ,                      0, "Contract"       , 114.8 ,                             0,                           0, "Check-Out"         , "2017-09-07"
"City Hotel"  ,             1,          60,                2015, "September"         ,                         39,                          21,                         1,                      1,        2,          0,        0, "BB"       , "PRT"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "20"   , "NULL"   ,                      0, "Transient-Party",  48   ,                             0,                           0, "Canceled"          , "2015-09-11"
"City Hotel"  ,             1,         153,                2015, "August"            ,                         32,                           3,                         1,                      2,        2,          0,        0, "BB"       , "PRT"    , "Groups"        , "TA/TO"               ,                   0,                        1,                                0, "A"                 , "A"                 ,                 0, "Non Refund"  , "1"    , "NULL"   ,                      0, "Transient"      ,  60   ,                             0,                           0, "Canceled"          , "2015-05-19"
"City Hotel"  ,             1,          13,                2015, "December"          ,                         53,                          29,                         2,                      5,        0,          2,        0, "BB"       , "BRA"    , "Direct"        , "Direct"              ,                   0,                        1,                                0, "B"                 , "B"                 ,                 1, "No Deposit"  , "NULL" , "NULL"   ,                      0, "Transient-Party",   7.8 ,                             0,                           1, "Canceled"          , "2015-12-23"
"City Hotel"  ,             1,          89,                2015, "September"         ,                         40,                          27,                         1,                      0,        1,          0,        0, "BB"       , "PRT"    , "Groups"        , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "Non Refund"  , "1"    , "NULL"   ,                      0, "Transient"      , 170   ,                             0,                           0, "Canceled"          , "2015-09-22"
"Resort Hotel",             0,         125,                2017, "June"              ,                         23,                          10,                         2,                      5,        2,          0,        0, "HB"       , "FRA"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "E"                 , "E"                 ,                 0, "No Deposit"  , "240"  , "NULL"   ,                      0, "Transient"      , 172   ,                             1,                           1, "Check-Out"         , "2017-06-17"
"Resort Hotel",             0,         118,                2017, "May"               ,                         20,                          16,                         2,                      5,        2,          0,        0, "BB"       , "IRL"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "171"  , "NULL"   ,                      0, "Transient"      ,  43.2 ,                             0,                           0, "Check-Out"         , "2017-05-23"
"Resort Hotel",             0,         200,                2017, "May"               ,                         21,                          21,                         2,                      5,        1,          0,        0, "HB"       , "DEU"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "69"   , "NULL"   ,                      0, "Transient"      ,  49.7 ,                             0,                           1, "Check-Out"         , "2017-05-28"
"City Hotel"  ,             0,          20,                2017, "March"             ,                         11,                          13,                         1,                      2,        1,          0,        0, "BB"       , "FRA"    , "Groups"        , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 1, "No Deposit"  , "254"  , "NULL"   ,                      0, "Transient-Party", 153.67,                             0,                           0, "Check-Out"         , "2017-03-16"
"City Hotel"  ,             0,          83,                2015, "September"         ,                         39,                          23,                         0,                      2,        2,          0,        0, "BB"       , "ESP"    , "Groups"        , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "1"    , "NULL"   ,                      0, "Transient-Party",  62   ,                             0,                           0, "Check-Out"         , "2015-09-25"
"City Hotel"  ,             1,         314,                2015, "August"            ,                         35,                          27,                         0,                      2,        2,          0,        0, "BB"       , "PRT"    , "Groups"        , "TA/TO"               ,                   1,                        1,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "1"    , "NULL"   ,                      0, "Transient-Party",  62.8 ,                             0,                           0, "Canceled"          , "2014-10-17"
"Resort Hotel",             0,          13,                2017, "May"               ,                         20,                          14,                         2,                      5,        2,          0,        0, "BB"       , "DEU"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "241"  , "NULL"   ,                      0, "Transient"      ,  68.4 ,                             0,                           1, "Check-Out"         , "2017-05-21"
"City Hotel"  ,             0,         159,                2017, "July"              ,                         31,                          31,                         1,                      3,        0,          2,        0, "SC"       , "FRA"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 1, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 121.88,                             0,                           1, "Check-Out"         , "2017-08-04"
"City Hotel"  ,             0,          10,                2017, "July"              ,                         27,                           6,                         0,                      1,        1,          0,        0, "BB"       , "PRT"    , "Corporate"     , "Corporate"           ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "219"  , "NULL"   ,                      0, "Transient-Party", 104   ,                             0,                           0, "Check-Out"         , "2017-07-07"
"Resort Hotel",             0,           7,                2017, "May"               ,                         21,                          22,                         1,                      0,        1,          0,        0, "BB"       , "PRT"    , "Online TA"     , "Direct"              ,                   1,                        1,                                2, "A"                 , "A"                 ,                 0, "No Deposit"  , "240"  , "NULL"   ,                      0, "Transient-Party",  76   ,                             0,                           0, "Check-Out"         , "2017-05-23"
"Resort Hotel",             0,           5,                2016, "March"             ,                         13,                          22,                         0,                      2,        2,          0,        0, "BB"       , "ESP"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "240"  , "NULL"   ,                      0, "Transient"      ,  48   ,                             0,                           1, "Check-Out"         , "2016-03-24"
"City Hotel"  ,             1,         189,                2017, "August"            ,                         34,                          22,                         0,                      3,        2,          0,        0, "BB"       , "PRT"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "138"  , "NULL"   ,                      0, "Transient"      ,  80.1 ,                             0,                           1, "Canceled"          , "2017-02-15"
"Resort Hotel",             1,         105,                2017, "April"             ,                         15,                           9,                         2,                      5,        2,          2,        0, "BB"       , "BEL"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "G"                 , "G"                 ,                 2, "No Deposit"  , "240"  , "NULL"   ,                      0, "Transient"      , 149.29,                             0,                           0, "Canceled"          , "2017-03-19"
"City Hotel"  ,             1,         100,                2017, "April"             ,                         16,                          22,                         2,                      2,        2,          0,        0, "BB"       , "PRT"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "Non Refund"  , "58"   , "NULL"   ,                      0, "Transient"      , 105   ,                             0,                           0, "Canceled"          , "2017-01-12"
"Resort Hotel",             0,          37,                2017, "August"            ,                         35,                          28,                         1,                      4,        2,          2,        0, "HB"       , "ESP"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "C"                 , "C"                 ,                 1, "No Deposit"  , "240"  , "NULL"   ,                      0, "Transient"      , 298   ,                             1,                           3, "Check-Out"         , "2017-09-02"
"Resort Hotel",             0,         383,                2016, "October"           ,                         41,                           6,                         0,                      3,        2,          0,        0, "BB"       , "GBR"    , "Groups"        , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "315"  , "NULL"   ,                      0, "Transient-Party",  48   ,                             0,                           0, "Check-Out"         , "2016-10-09"
"City Hotel"  ,             1,          81,                2016, "March"             ,                         13,                          23,                         1,                      4,        2,          0,        0, "BB"       , "SWE"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "D"                 , "D"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      ,  97.75,                             0,                           1, "Canceled"          , "2016-02-07"
"City Hotel"  ,             0,           8,                2017, "February"          ,                          5,                           4,                         2,                      4,        2,          0,        0, "BB"       , "BEL"    , "Direct"        , "Direct"              ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "14"   , "NULL"   ,                      0, "Transient"      ,  77   ,                             0,                           0, "Check-Out"         , "2017-02-10"
"City Hotel"  ,             1,          99,                2016, "February"          ,                          8,                          19,                         0,                      1,        2,          0,        0, "BB"       , "PRT"    , "Corporate"     , "Corporate"           ,                   0,                        1,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "NULL" , "67"     ,                      0, "Transient-Party",  80   ,                             0,                           0, "Canceled"          , "2015-12-22"
"City Hotel"  ,             0,           1,                2016, "February"          ,                          7,                          13,                         0,                      1,        2,          0,        0, "BB"       , "PRT"    , "Direct"        , "Direct"              ,                   0,                        0,                                0, "D"                 , "D"                 ,                 0, "No Deposit"  , "NULL" , "NULL"   ,                      0, "Transient"      , 128   ,                             1,                           2, "Check-Out"         , "2016-02-14"
"Resort Hotel",             0,         319,                2016, "June"              ,                         23,                           3,                         4,                     10,        1,          0,        0, "HB"       , "GBR"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 1, "No Deposit"  , "40"   , "NULL"   ,                      0, "Contract"       ,  53.55,                             0,                           1, "Check-Out"         , "2016-06-17"
"Resort Hotel",             1,          45,                2017, "August"            ,                         31,                           3,                         0,                      3,        3,          0,        0, "BB"       , "PRT"    , "Direct"        , "Direct"              ,                   0,                        1,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "NULL" , "NULL"   ,                      0, "Transient"      , 233.92,                             0,                           0, "Canceled"          , "2017-06-19"
"City Hotel"  ,             1,          65,                2017, "March"             ,                         12,                          23,                         0,                      3,        2,          0,        0, "BB"       , "FRA"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "E"                 , "E"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 133.2 ,                             0,                           0, "Canceled"          , "2017-02-10"
"City Hotel"  ,             0,          39,                2017, "June"              ,                         25,                          23,                         0,                      2,        2,          0,        0, "SC"       , "GBR"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "7"    , "NULL"   ,                      0, "Transient"      , 128   ,                             0,                           1, "Check-Out"         , "2017-06-25"
"Resort Hotel",             1,         119,                2016, "July"              ,                         30,                          19,                         2,                      5,        2,          0,        0, "HB"       , "ESP"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "E"                 , "E"                 ,                 0, "No Deposit"  , "240"  , "NULL"   ,                      0, "Transient"      , 227   ,                             0,                           1, "Canceled"          , "2016-06-13"
"Resort Hotel",             0,          21,                2015, "August"            ,                         32,                           3,                         0,                      0,        2,          2,        0, "BB"       , "PRT"    , "Direct"        , "Direct"              ,                   0,                        0,                                0, "C"                 , "F"                 ,                 0, "No Deposit"  , "250"  , "NULL"   ,                      0, "Transient"      ,   0   ,                             0,                           0, "Check-Out"         , "2015-08-03"
"Resort Hotel",             0,          73,                2015, "October"           ,                         42,                          17,                         1,                      1,        2,          0,        0, "BB"       , "PRT"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "E"                 , "G"                 ,                 0, "No Deposit"  , "240"  , "NULL"   ,                      0, "Transient"      ,  70.5 ,                             0,                           2, "Check-Out"         , "2015-10-19"
"City Hotel"  ,             0,         102,                2015, "October"           ,                         42,                          16,                         0,                      2,        2,          0,        0, "HB"       , "DEU"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "B"                 ,                 0, "No Deposit"  , "6"    , "NULL"   ,                      0, "Transient-Party", 109   ,                             0,                           0, "Check-Out"         , "2015-10-18"
"City Hotel"  ,             0,          58,                2017, "February"          ,                          6,                           9,                         1,                      3,        2,          0,        0, "BB"       , "FRA"    , "Direct"        , "Direct"              ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "14"   , "NULL"   ,                      0, "Transient"      ,  79.2 ,                             0,                           1, "Check-Out"         , "2017-02-13"
"City Hotel"  ,             0,           0,                2016, "January"           ,                          3,                          14,                         0,                      1,        1,          0,        0, "BB"       , "ITA"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "83"   , "NULL"   ,                      0, "Transient"      ,  64   ,                             0,                           0, "Check-Out"         , "2016-01-15"
"Resort Hotel",             0,          68,                2015, "August"            ,                         34,                          19,                         2,                      7,        1,          0,        0, "BB"       , "PRT"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "149"  , "NULL"   ,                      0, "Transient"      , 107   ,                             0,                           0, "Check-Out"         , "2015-08-28"
"City Hotel"  ,             0,           5,                2017, "February"          ,                          6,                           7,                         0,                      4,        1,          0,        0, "BB"       , "ROU"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 1, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      ,  91.8 ,                             0,                           2, "Check-Out"         , "2017-02-11"
"City Hotel"  ,             0,          11,                2017, "May"               ,                         20,                          14,                         2,                      1,        2,          0,        0, "BB"       , "BEL"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "D"                 , "D"                 ,                 0, "No Deposit"  , "7"    , "NULL"   ,                      0, "Transient"      , 114   ,                             0,                           1, "Check-Out"         , "2017-05-17"
"City Hotel"  ,             1,          56,                2017, "April"             ,                         14,                           3,                         1,                      1,        2,          2,        0, "BB"       , "IND"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "F"                 , "F"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 230   ,                             0,                           0, "Canceled"          , "2017-02-26"
"City Hotel"  ,             0,         166,                2017, "July"              ,                         28,                          15,                         2,                      3,        2,          0,        0, "HB"       , "BEL"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "394"  , "NULL"   ,                      0, "Transient"      ,  80.1 ,                             0,                           1, "Check-Out"         , "2017-07-20"
"City Hotel"  ,             0,          11,                2016, "June"              ,                         25,                          14,                         0,                      3,        1,          0,        0, "BB"       , "PRT"    , "Corporate"     , "Corporate"           ,                   0,                        0,                                0, "D"                 , "D"                 ,                 0, "No Deposit"  , "NULL" , "51"     ,                      0, "Transient-Party",  90   ,                             0,                           0, "Check-Out"         , "2016-06-17"
"City Hotel"  ,             0,         162,                2015, "September"         ,                         38,                          17,                         0,                      3,        2,          0,        0, "BB"       , "FRA"    , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "3"    , "NULL"   ,                      0, "Transient-Party",  70   ,                             0,                           0, "Check-Out"         , "2015-09-20"
"Resort Hotel",             0,          12,                2015, "September"         ,                         38,                          14,                         1,                      2,        2,          0,        1, "BB"       , "PRT"    , "Direct"        , "Direct"              ,                   0,                        0,                                0, "A"                 , "H"                 ,                 0, "No Deposit"  , "NULL" , "NULL"   ,                      0, "Transient"      , 117   ,                             0,                           1, "Check-Out"         , "2015-09-17"
"City Hotel"  ,             1,         142,                2016, "July"              ,                         27,                           1,                         0,                      2,        2,          0,        0, "SC"       , "GBR"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient-Party",  85.5 ,                             0,                           0, "Canceled"          , "2016-02-22"
"Resort Hotel",             1,         227,                2016, "June"              ,                         24,                          11,                         4,                      6,        2,          0,        0, "BB"       , "PRT"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 1, "No Deposit"  , "240"  , "NULL"   ,                      0, "Transient"      ,  72   ,                             0,                           2, "Canceled"          , "2016-04-04"
"Resort Hotel",             0,          81,                2017, "May"               ,                         20,                          16,                         0,                      4,        2,          0,        0, "BB"       , "CN"     , "Offline TA/TO" , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "410"  , "NULL"   ,                      0, "Transient"      ,  45.5 ,                             0,                           0, "Check-Out"         , "2017-05-20"
"City Hotel"  ,             1,         203,                2017, "April"             ,                         18,                          30,                         2,                      3,        2,          0,        0, "SC"       , "DEU"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      ,  99   ,                             0,                           0, "Canceled"          , "2016-10-10"
"City Hotel"  ,             0,          84,                2017, "May"               ,                         20,                          20,                         2,                      2,        2,          1,        0, "BB"       , "GBR"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 162   ,                             0,                           1, "Check-Out"         , "2017-05-24"
"Resort Hotel",             0,          96,                2016, "August"            ,                         34,                          15,                         0,                      0,        2,          0,        0, "BB"       , "PRT"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "I"                 ,                 0, "No Deposit"  , "240"  , "NULL"   ,                      0, "Transient"      ,   0   ,                             0,                           2, "Check-Out"         , "2016-08-15"
"City Hotel"  ,             1,          20,                2016, "December"          ,                         51,                          12,                         3,                      9,        1,          0,        0, "BB"       , "AGO"    , "Direct"        , "Direct"              ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "14"   , "NULL"   ,                      0, "Transient"      ,  88   ,                             0,                           0, "Canceled"          , "2016-11-22"
"Resort Hotel",             1,         100,                2016, "November"          ,                         47,                          17,                         1,                      3,        2,          0,        0, "BB"       , "PRT"    , "Groups"        , "Direct"              ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "NULL" , "NULL"   ,                      0, "Transient-Party",  34   ,                             0,                           0, "Canceled"          , "2016-11-07"
"City Hotel"  ,             1,         132,                2017, "August"            ,                         32,                          11,                         0,                      1,        2,          0,        0, "SC"       , "SWE"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 2, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 125   ,                             0,                           1, "Canceled"          , "2017-04-06"
"City Hotel"  ,             0,          14,                2016, "November"          ,                         46,                          11,                         0,                      1,        1,          0,        0, "BB"       , "NOR"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 152   ,                             0,                           2, "Check-Out"         , "2016-11-12"
"City Hotel"  ,             1,         221,                2017, "May"               ,                         19,                          13,                         2,                      1,        3,          0,        0, "BB"       , "CHN"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "D"                 , "D"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 163.5 ,                             0,                           1, "Canceled"          , "2016-10-17"
"City Hotel"  ,             0,         462,                2017, "July"              ,                         26,                           1,                         2,                      1,        2,          0,        0, "BB"       , "GBR"    , "Groups"        , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "229"  , "NULL"   ,                      0, "Transient-Party", 112.67,                             0,                           1, "Check-Out"         , "2017-07-04"
"Resort Hotel",             1,         311,                2017, "August"            ,                         32,                          11,                         2,                      2,        1,          0,        0, "HB"       , "GBR"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "E"                 , "E"                 ,                 2, "No Deposit"  , "240"  , "NULL"   ,                      0, "Transient"      , 201.6 ,                             0,                           1, "Canceled"          , "2017-01-07"
"City Hotel"  ,             0,          68,                2015, "September"         ,                         37,                          12,                         2,                      2,        2,          0,        0, "BB"       , "PRT"    , "Groups"        , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "D"                 ,                 0, "No Deposit"  , "1"    , "NULL"   ,                      0, "Transient-Party",  62   ,                             0,                           0, "Check-Out"         , "2015-09-16"
"City Hotel"  ,             1,         182,                2016, "August"            ,                         35,                          24,                         0,                      3,        2,          0,        0, "BB"       , "DEU"    , "Direct"        , "Direct"              ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "14"   , "NULL"   ,                      0, "Transient"      ,  88.5 ,                             0,                           0, "Canceled"          , "2016-02-29"
"Resort Hotel",             0,           1,                2017, "January"           ,                          2,                          14,                         0,                      1,        2,          0,        0, "BB"       , "PRT"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 2, "No Deposit"  , "240"  , "NULL"   ,                      0, "Transient"      ,  48   ,                             0,                           1, "Check-Out"         , "2017-01-15"
"City Hotel"  ,             0,           0,                2017, "June"              ,                         22,                           1,                         0,                      1,        2,          0,        0, "BB"       , "PRT"    , "Direct"        , "Direct"              ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "NULL" , "NULL"   ,                      0, "Transient"      , 140   ,                             0,                           0, "Check-Out"         , "2017-06-02"
"City Hotel"  ,             1,           6,                2016, "December"          ,                         53,                          30,                         0,                      2,        2,          0,        0, "BB"       , "ESP"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 138   ,                             0,                           0, "Canceled"          , "2016-12-25"
"City Hotel"  ,             0,          87,                2016, "February"          ,                          7,                          12,                         1,                      2,        2,          0,        0, "SC"       , "CHE"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Contract"       ,  78.5 ,                             0,                           1, "Check-Out"         , "2016-02-15"
"City Hotel"  ,             0,          18,                2015, "September"         ,                         40,                          27,                         2,                      1,        1,          0,        0, "BB"       , "GBR"    , "Groups"        , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 1, "No Deposit"  , "1"    , "NULL"   ,                      0, "Transient-Party", 170   ,                             0,                           0, "Check-Out"         , "2015-09-30"
"City Hotel"  ,             0,           2,                2016, "March"             ,                         11,                           9,                         0,                      1,        2,          0,        0, "BB"       , "PRT"    , "Corporate"     , "Corporate"           ,                   0,                        0,                                0, "A"                 , "A"                 ,                 1, "No Deposit"  , "NULL" , "72"     ,                      0, "Transient-Party",  40   ,                             0,                           1, "Check-Out"         , "2016-03-10"
"City Hotel"  ,             0,          30,                2016, "December"          ,                         50,                           8,                         0,                      3,        2,          0,        0, "SC"       , "ITA"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      ,  88   ,                             0,                           2, "Check-Out"         , "2016-12-11"
"Resort Hotel",             0,          63,                2017, "July"              ,                         28,                          14,                         2,                      2,        2,          1,        0, "BB"       , "CN"     , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 1, "No Deposit"  , "240"  , "NULL"   ,                      0, "Transient"      , 221.25,                             0,                           2, "Check-Out"         , "2017-07-18"
"City Hotel"  ,             0,          25,                2015, "September"         ,                         39,                          22,                         0,                      3,        2,          0,        0, "BB"       , "BRA"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "D"                 , "D"                 ,                 0, "No Deposit"  , "7"    , "NULL"   ,                      0, "Transient"      , 107.03,                             0,                           1, "Check-Out"         , "2015-09-25"
"City Hotel"  ,             0,         278,                2016, "December"          ,                         53,                          28,                         1,                      4,        2,          0,        0, "SC"       , "ITA"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      ,  71.23,                             0,                           1, "Check-Out"         , "2017-01-02"
"City Hotel"  ,             0,          90,                2017, "May"               ,                         19,                          10,                         0,                      2,        2,          0,        0, "BB"       , "GBR"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "E"                 , "E"                 ,                 0, "No Deposit"  , "83"   , "NULL"   ,                      0, "Transient"      , 129.6 ,                             0,                           0, "Check-Out"         , "2017-05-12"
"City Hotel"  ,             1,          79,                2017, "August"            ,                         31,                           4,                         2,                      3,        2,          0,        0, "SC"       , "ESP"    , "Online TA"     , "TA/TO"               ,                   0,                        0,                                0, "A"                 , "A"                 ,                 0, "No Deposit"  , "9"    , "NULL"   ,                      0, "Transient"      , 130   ,                             0,                           2, "Canceled"          , "2017-07-13"
